amount,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Clusters,Category
464270,Female,No,48,Yes,Artist,4.0,Low,1.0,2,Good
464271,Female,Yes,36,Yes,Artist,1.0,Average,3.0,0,Below average
464274,Female,Yes,56,Yes,Artist,1.0,Average,5.0,2,Good
464276,Female,Yes,66,No,Marketing,0.0,High,2.0,1, Average
464283,Male,No,40,Yes,Artist,6.0,Low,2.0,2,Good
464286,Female,Yes,57,Yes,Artist,0.0,Average,2.0,2,Good
464287,Male,Yes,42,Yes,Artist,1.0,Average,3.0,2,Good
464289,Male,Yes,35,No,Marketing,1.0,Low,3.0,0,Below average
464292,Male,Yes,58,Yes,Artist,0.0,Average,2.0,2,Good
464297,Male,No,29,No,Artist,8.0,Low,5.0,0,Below average
464298,Male,No,26,No,Doctor,0.0,Low,1.0,0,Below average
464308,Female,Yes,84,Yes,Lawyer,1.0,High,2.0,1, Average
464318,Male,Yes,86,Yes,Executive,0.0,Low,1.0,1, Average
464320,Male,Yes,77,No,Lawyer,1.0,High,2.0,1, Average
464326,Female,No,37,Yes,Artist,0.0,Low,3.0,0,Below average
464332,Male,Yes,74,No,Executive,0.0,High,2.0,1, Average
464339,Male,No,27,No,Artist,1.0,Low,2.0,0,Below average
464344,Female,Yes,56,Yes,Artist,0.0,Low,1.0,2,Good
464351,Female,No,27,Yes,Healthcare,0.0,Low,1.0,0,Below average
464364,Male,Yes,39,Yes,Artist,7.0,Average,2.0,2,Good
464368,Male,Yes,35,Yes,Entertainment,3.0,Average,2.0,0,Below average
464370,Male,Yes,66,Yes,Entertainment,1.0,Average,2.0,1, Average
464373,Female,No,47,Yes,Artist,0.0,Low,2.0,2,Good
464378,Female,Yes,36,Yes,Artist,8.0,Average,2.0,0,Below average
464381,Male,Yes,43,Yes,Artist,4.0,Average,2.0,2,Good
464382,Female,Yes,55,Yes,Artist,0.0,Average,4.0,2,Good
464386,Male,Yes,41,Yes,Doctor,0.0,Average,3.0,2,Good
464387,Female,No,26,Yes,Artist,9.0,Low,5.0,0,Below average
464389,Male,Yes,72,Yes,Artist,0.0,High,2.0,1, Average
464392,Male,Yes,59,Yes,Artist,0.0,Average,2.0,2,Good
464396,Male,Yes,38,Yes,Entertainment,1.0,Average,3.0,2,Good
464412,Male,Yes,72,No,Lawyer,1.0,Low,2.0,1, Average
464424,Male,No,31,Yes,Healthcare,1.0,Low,4.0,0,Below average
464425,Male,No,41,Yes,Artist,9.0,Low,1.0,2,Good
464432,Male,No,25,No,Engineer,9.0,Low,2.0,0,Below average
464433,Male,No,29,Yes,Artist,1.0,Low,2.0,0,Below average
464436,Male,Yes,83,Yes,Lawyer,0.0,High,2.0,1, Average
464437,Female,Yes,51,Yes,Engineer,0.0,Average,4.0,2,Good
464441,Male,Yes,40,Yes,Artist,0.0,Low,2.0,2,Good
464451,Female,Yes,76,Yes,Artist,0.0,Average,2.0,1, Average
464456,Male,Yes,29,Yes,Artist,1.0,Low,4.0,0,Below average
464468,Male,Yes,46,Yes,Artist,1.0,Low,3.0,2,Good
464473,Female,Yes,58,Yes,Artist,0.0,Average,4.0,2,Good
464474,Female,No,46,Yes,Artist,1.0,Low,1.0,2,Good
464478,Female,Yes,74,No,Lawyer,0.0,High,2.0,1, Average
464481,Male,Yes,53,Yes,Executive,1.0,High,3.0,2,Good
464482,Male,Yes,63,Yes,Artist,1.0,Low,1.0,1, Average
464483,Female,Yes,49,Yes,Artist,1.0,Average,3.0,2,Good
464485,Male,No,25,Yes,Entertainment,5.0,Low,2.0,0,Below average
464487,Male,No,46,No,Engineer,1.0,Low,3.0,2,Good
464488,Female,No,43,Yes,Artist,7.0,Low,9.0,2,Good
464494,Female,Yes,58,Yes,Artist,1.0,Average,4.0,2,Good
464499,Male,Yes,41,Yes,Executive,1.0,High,4.0,2,Good
464501,Female,No,28,No,Healthcare,1.0,Low,3.0,0,Below average
464504,Male,No,26,Yes,Healthcare,0.0,Low,4.0,0,Below average
464506,Male,No,29,Yes,Healthcare,9.0,Low,2.0,0,Below average
464517,Male,No,33,Yes,Healthcare,0.0,Low,2.0,0,Below average
464522,Female,No,39,Yes,Engineer,14.0,Low,1.0,2,Good
464526,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,2,Good
464528,Male,Yes,46,Yes,Entertainment,4.0,High,4.0,2,Good
464533,Male,Yes,38,No,Executive,1.0,High,6.0,2,Good
464536,Male,Yes,26,Yes,Artist,1.0,Average,3.0,0,Below average
464540,Female,Yes,42,Yes,Engineer,1.0,Average,4.0,2,Good
464544,Female,Yes,43,Yes,Entertainment,5.0,Average,3.0,2,Good
464549,Male,Yes,53,Yes,Executive,1.0,Low,4.0,2,Good
464550,Male,Yes,46,Yes,Artist,1.0,Low,4.0,2,Good
464552,Female,Yes,40,Yes,Artist,1.0,Average,3.0,2,Good
464553,Male,Yes,71,Yes,Artist,1.0,Low,2.0,1, Average
464555,Male,Yes,32,Yes,Marketing,13.0,High,4.0,0,Below average
464560,Male,No,41,Yes,Entertainment,9.0,Low,2.0,2,Good
464561,Female,No,46,Yes,Entertainment,8.0,Low,2.0,2,Good
464566,Male,Yes,40,Yes,Executive,0.0,High,4.0,2,Good
464569,Male,No,29,No,Doctor,1.0,Low,5.0,0,Below average
464570,Male,Yes,25,Yes,Doctor,1.0,Average,2.0,0,Below average
464572,Female,Yes,52,Yes,Marketing,0.0,Low,1.0,2,Good
464576,Male,No,30,Yes,Doctor,9.0,Low,5.0,0,Below average
464577,Female,Yes,25,Yes,Healthcare,12.0,High,2.0,0,Below average
464580,Male,No,32,No,Artist,9.0,Low,4.0,0,Below average
464581,Female,No,33,No,Doctor,1.0,Low,4.0,0,Below average
464586,Female,No,49,Yes,Artist,1.0,Low,1.0,2,Good
464593,Female,No,43,Yes,Doctor,1.0,Low,4.0,2,Good
464594,Male,Yes,48,Yes,Artist,1.0,Low,1.0,2,Good
464597,Male,No,41,No,Artist,5.0,Low,2.0,2,Good
464601,Female,No,29,Yes,Healthcare,9.0,Low,2.0,0,Below average
464603,Female,No,35,Yes,Artist,0.0,Low,2.0,0,Below average
464606,Male,Yes,41,Yes,Artist,1.0,Average,2.0,2,Good
464607,Female,Yes,47,Yes,Artist,1.0,Average,4.0,2,Good
464608,Female,Yes,53,Yes,Artist,1.0,Average,3.0,2,Good
464618,Male,No,40,Yes,Artist,5.0,Low,1.0,2,Good
464620,Female,Yes,40,Yes,Artist,0.0,High,2.0,2,Good
464621,Male,Yes,46,Yes,Artist,0.0,Low,1.0,2,Good
464637,Female,No,36,Yes,Marketing,1.0,Low,4.0,0,Below average
464641,Female,Yes,71,Yes,Lawyer,2.0,Low,6.0,1, Average
464652,Female,Yes,30,No,Engineer,5.0,Average,2.0,0,Below average
464654,Female,Yes,40,No,Engineer,1.0,Average,4.0,2,Good
464664,Male,Yes,43,No,Entertainment,0.0,Average,5.0,2,Good
464666,Male,Yes,40,Yes,Entertainment,3.0,Average,3.0,2,Good
464670,Male,Yes,39,No,Entertainment,1.0,Average,4.0,2,Good
464673,Male,Yes,49,No,Executive,1.0,High,7.0,2,Good
464674,Male,Yes,51,No,Artist,0.0,Average,5.0,2,Good
464675,Female,Yes,39,No,Doctor,1.0,Average,9.0,2,Good
464677,Male,Yes,23,No,Healthcare,1.0,Low,5.0,0,Below average
464683,Male,Yes,53,No,Engineer,0.0,Average,6.0,2,Good
464684,Female,No,35,No,Engineer,9.0,Low,5.0,0,Below average
464685,Male,No,35,No,Executive,2.0,Low,4.0,0,Below average
464688,Male,Yes,30,Yes,Doctor,1.0,Low,9.0,0,Below average
464690,Male,Yes,39,No,Engineer,2.0,Average,2.0,2,Good
464691,Male,No,38,Yes,Artist,1.0,Low,3.0,2,Good
464692,Female,No,53,No,Marketing,0.0,Low,1.0,2,Good
464693,Female,No,36,Yes,Engineer,8.0,Low,1.0,0,Below average
464695,Male,No,33,No,Engineer,0.0,Low,4.0,0,Below average
464696,Female,No,40,Yes,Engineer,1.0,Low,1.0,2,Good
464697,Female,Yes,36,Yes,Artist,0.0,Average,4.0,0,Below average
464699,Male,No,31,No,Doctor,1.0,Low,5.0,0,Below average
464701,Male,No,31,No,Doctor,1.0,Low,2.0,0,Below average
464704,Male,Yes,41,Yes,Healthcare,0.0,Average,4.0,2,Good
464707,Male,Yes,48,No,Homemaker,0.0,Average,4.0,2,Good
464711,Female,Yes,38,Yes,Artist,5.0,Average,3.0,2,Good
464712,Male,Yes,49,No,Artist,1.0,Low,5.0,2,Good
464722,Male,Yes,42,Yes,Doctor,1.0,Low,2.0,2,Good
464726,Male,Yes,28,Yes,Executive,14.0,High,9.0,0,Below average
464728,Male,Yes,51,No,Entertainment,0.0,High,4.0,2,Good
464732,Male,Yes,41,No,Artist,1.0,Average,2.0,2,Good
464737,Female,Yes,57,No,Engineer,0.0,Average,6.0,2,Good
464739,Male,Yes,67,Yes,Artist,0.0,Low,1.0,1, Average
464746,Male,Yes,29,No,Executive,3.0,Average,5.0,0,Below average
464752,Female,Yes,46,Yes,Marketing,1.0,Low,1.0,2,Good
464755,Male,Yes,49,Yes,Artist,0.0,High,2.0,2,Good
464756,Female,No,28,No,Engineer,6.0,Low,3.0,0,Below average
464758,Female,Yes,48,No,Engineer,1.0,Average,4.0,2,Good
464760,Female,Yes,51,No,Engineer,5.0,Average,4.0,2,Good
464765,Female,Yes,48,No,Engineer,5.0,Average,6.0,2,Good
464766,Female,Yes,48,No,Engineer,5.0,Average,5.0,2,Good
464769,Female,No,52,No,Engineer,9.0,Average,4.0,2,Good
464772,Female,Yes,39,No,Engineer,8.0,Average,4.0,2,Good
464774,Female,Yes,50,No,Engineer,7.0,Average,5.0,2,Good
464780,Female,No,33,No,Engineer,1.0,Low,9.0,0,Below average
464790,Female,No,35,Yes,Artist,1.0,Low,1.0,0,Below average
464792,Male,Yes,30,No,Marketing,2.0,High,5.0,0,Below average
464794,Female,Yes,46,No,Engineer,8.0,Average,2.0,2,Good
464799,Male,No,36,No,Marketing,0.0,Low,4.0,0,Below average
464802,Male,No,43,No,Entertainment,0.0,Low,1.0,2,Good
464804,Male,Yes,26,No,Entertainment,1.0,Low,1.0,0,Below average
464806,Male,Yes,33,No,Executive,0.0,Low,2.0,0,Below average
464809,Male,Yes,50,Yes,Entertainment,1.0,Average,5.0,2,Good
464812,Female,Yes,49,Yes,Engineer,1.0,High,5.0,2,Good
464813,Male,Yes,48,Yes,Engineer,6.0,Average,5.0,2,Good
464817,Male,No,31,Yes,Artist,5.0,Low,1.0,0,Below average
464818,Female,Yes,38,No,Engineer,1.0,Average,2.0,2,Good
464825,Female,No,21,No,Healthcare,5.0,Low,1.0,0,Below average
464827,Female,Yes,50,No,Entertainment,8.0,Average,5.0,2,Good
464828,Male,No,23,No,Healthcare,9.0,Low,6.0,0,Below average
464831,Female,Yes,21,No,Healthcare,0.0,Low,2.0,0,Below average
464832,Male,Yes,71,No,Lawyer,1.0,Low,2.0,1, Average
464835,Male,No,20,No,Healthcare,0.0,Low,6.0,0,Below average
464836,Female,No,32,No,Engineer,7.0,High,5.0,0,Below average
464845,Male,Yes,29,No,Engineer,0.0,Average,3.0,0,Below average
464849,Male,Yes,42,Yes,Artist,0.0,Average,4.0,2,Good
464851,Male,No,20,No,Doctor,0.0,Low,6.0,0,Below average
464852,Male,Yes,36,No,Executive,1.0,Low,6.0,0,Below average
464854,Female,Yes,42,No,Engineer,0.0,High,6.0,2,Good
464857,Male,No,18,No,Healthcare,7.0,Low,4.0,0,Below average
464861,Male,No,25,No,Homemaker,1.0,Low,2.0,0,Below average
464864,Female,No,30,No,Engineer,10.0,Low,8.0,0,Below average
464865,Female,No,28,No,Homemaker,9.0,Low,9.0,0,Below average
464868,Male,Yes,42,Yes,Entertainment,7.0,Low,6.0,2,Good
464872,Male,Yes,38,Yes,Artist,1.0,Low,4.0,2,Good
464873,Male,Yes,42,Yes,Artist,1.0,Average,2.0,2,Good
464876,Female,Yes,52,No,Engineer,1.0,Average,5.0,2,Good
464879,Female,Yes,29,Yes,Doctor,0.0,Average,2.0,0,Below average
464884,Male,Yes,40,Yes,Artist,1.0,Low,2.0,2,Good
464885,Female,No,38,No,Engineer,1.0,Low,2.0,2,Good
464886,Male,Yes,37,Yes,Engineer,1.0,Average,4.0,0,Below average
464902,Female,Yes,65,No,Lawyer,1.0,Low,1.0,1, Average
464905,Male,No,81,No,Executive,1.0,High,2.0,1, Average
464907,Male,No,59,Yes,Engineer,0.0,Average,2.0,2,Good
464910,Female,Yes,47,Yes,Artist,1.0,Average,5.0,2,Good
464911,Male,Yes,57,Yes,Artist,0.0,Average,3.0,2,Good
464915,Male,Yes,39,Yes,Executive,1.0,High,4.0,2,Good
464916,Female,No,32,Yes,Doctor,8.0,High,2.0,0,Below average
464919,Male,Yes,37,Yes,Artist,9.0,Low,1.0,0,Below average
464920,Male,No,39,Yes,Artist,4.0,Low,1.0,2,Good
464921,Male,Yes,39,No,Doctor,1.0,Average,5.0,2,Good
464925,Male,No,60,No,Executive,7.0,Average,2.0,1, Average
464927,Female,Yes,70,Yes,Artist,1.0,Average,2.0,1, Average
464932,Male,Yes,51,Yes,Executive,9.0,Low,1.0,2,Good
464938,Male,Yes,48,No,Artist,1.0,Low,3.0,2,Good
464939,Male,No,43,No,Entertainment,0.0,Low,1.0,2,Good
464940,Female,Yes,29,No,Engineer,1.0,Low,2.0,0,Below average
464944,Female,Yes,43,Yes,Entertainment,0.0,Low,2.0,2,Good
464947,Male,No,25,No,Doctor,5.0,Low,1.0,0,Below average
464957,Female,Yes,75,No,Lawyer,0.0,Low,1.0,1, Average
464960,Female,No,22,No,Healthcare,0.0,Low,5.0,0,Below average
464961,Male,Yes,86,No,Marketing,1.0,Low,1.0,1, Average
464963,Female,Yes,50,Yes,Entertainment,1.0,Low,2.0,2,Good
464972,Male,Yes,73,No,Lawyer,1.0,High,9.0,1, Average
464973,Male,No,87,Yes,Lawyer,1.0,Low,2.0,1, Average
464981,Male,Yes,49,Yes,Artist,0.0,Average,4.0,2,Good
464987,Male,Yes,46,Yes,Executive,1.0,High,5.0,2,Good
464990,Male,Yes,73,No,Executive,0.0,High,2.0,1, Average
464991,Female,Yes,87,Yes,Lawyer,1.0,High,2.0,1, Average
464995,Male,Yes,53,No,Executive,2.0,High,4.0,2,Good
465001,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,1, Average
465005,Male,Yes,47,Yes,Executive,3.0,High,3.0,2,Good
465012,Male,Yes,59,No,Executive,1.0,High,4.0,2,Good
465014,Male,Yes,82,No,Lawyer,1.0,Low,1.0,1, Average
465022,Female,Yes,71,Yes,Lawyer,0.0,High,2.0,1, Average
465023,Male,Yes,39,Yes,Artist,9.0,Average,2.0,2,Good
465026,Female,No,25,No,Doctor,0.0,Low,2.0,0,Below average
465032,Male,Yes,67,Yes,Executive,1.0,High,2.0,1, Average
465035,Female,Yes,83,Yes,Lawyer,13.0,High,2.0,1, Average
465038,Male,Yes,49,No,Executive,0.0,High,4.0,2,Good
465039,Female,Yes,87,No,Lawyer,0.0,High,2.0,1, Average
465040,Male,Yes,69,No,Lawyer,1.0,Average,2.0,1, Average
465045,Male,Yes,40,Yes,Entertainment,9.0,Average,2.0,2,Good
465056,Male,Yes,87,Yes,Lawyer,1.0,High,2.0,1, Average
465069,Male,Yes,68,Yes,Healthcare,0.0,Average,3.0,1, Average
465075,Female,Yes,43,Yes,Artist,1.0,Average,2.0,2,Good
465076,Male,Yes,67,Yes,Artist,0.0,High,5.0,1, Average
465079,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,1, Average
465082,Male,Yes,65,Yes,Lawyer,1.0,Low,1.0,1, Average
465087,Male,No,29,Yes,Doctor,0.0,Low,4.0,0,Below average
465091,Male,Yes,60,Yes,Entertainment,1.0,Average,3.0,1, Average
465092,Male,Yes,72,Yes,Executive,1.0,High,2.0,1, Average
465093,Male,Yes,57,Yes,Doctor,0.0,Low,1.0,2,Good
465095,Male,Yes,47,Yes,Executive,1.0,High,4.0,2,Good
465099,Male,Yes,39,No,Entertainment,1.0,Average,2.0,2,Good
465100,Male,Yes,62,Yes,Artist,0.0,High,2.0,1, Average
465101,Female,Yes,81,Yes,Lawyer,1.0,Low,1.0,1, Average
465105,Male,Yes,65,No,Executive,8.0,Average,2.0,1, Average
465109,Male,No,47,No,Lawyer,1.0,Low,2.0,2,Good
465111,Female,Yes,40,Yes,Artist,8.0,Average,2.0,2,Good
465112,Female,Yes,86,No,Lawyer,0.0,High,2.0,1, Average
465113,Male,Yes,67,Yes,Lawyer,0.0,High,2.0,1, Average
465119,Female,Yes,45,Yes,Artist,0.0,Average,5.0,2,Good
465120,Female,No,27,Yes,Healthcare,1.0,Low,4.0,0,Below average
465121,Female,No,32,Yes,Artist,7.0,Low,1.0,0,Below average
465122,Female,Yes,41,Yes,Artist,3.0,Average,2.0,2,Good
465124,Female,Yes,27,Yes,Healthcare,6.0,Average,2.0,0,Below average
465128,Female,Yes,58,No,Artist,0.0,Average,3.0,2,Good
465134,Female,Yes,61,Yes,Entertainment,1.0,Average,5.0,1, Average
465136,Male,Yes,52,Yes,Artist,0.0,Average,2.0,2,Good
465144,Male,No,25,Yes,Doctor,8.0,Low,1.0,0,Below average
465147,Male,No,33,Yes,Healthcare,2.0,Low,3.0,0,Below average
465148,Male,No,31,No,Artist,0.0,Low,2.0,0,Below average
465150,Male,No,37,Yes,Entertainment,1.0,Low,1.0,0,Below average
465153,Male,Yes,38,Yes,Artist,1.0,Average,2.0,2,Good
465155,Male,Yes,81,Yes,Lawyer,0.0,Low,1.0,1, Average
465160,Male,Yes,61,Yes,Executive,0.0,High,3.0,1, Average
465164,Male,No,20,No,Healthcare,0.0,Low,3.0,0,Below average
465171,Female,Yes,48,Yes,Artist,8.0,High,4.0,2,Good
465172,Female,Yes,43,Yes,Artist,8.0,Average,2.0,2,Good
465175,Female,No,22,No,Homemaker,0.0,Low,4.0,0,Below average
465176,Female,Yes,63,Yes,Artist,1.0,Average,4.0,1, Average
465181,Female,No,25,Yes,Healthcare,8.0,Low,1.0,0,Below average
465182,Female,No,73,Yes,Lawyer,1.0,Low,1.0,1, Average
465186,Female,Yes,43,No,Artist,4.0,Average,4.0,2,Good
465187,Female,Yes,39,No,Doctor,1.0,Average,4.0,2,Good
465188,Female,Yes,49,Yes,Artist,0.0,Average,4.0,2,Good
465189,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,1, Average
465194,Male,No,22,No,Healthcare,9.0,Low,6.0,0,Below average
465196,Female,No,31,Yes,Artist,2.0,Low,2.0,0,Below average
465197,Female,Yes,60,Yes,Artist,1.0,High,4.0,1, Average
465201,Male,Yes,42,Yes,Entertainment,1.0,Average,4.0,2,Good
465202,Male,No,25,No,Entertainment,7.0,Low,4.0,0,Below average
465203,Male,No,29,Yes,Healthcare,3.0,Low,3.0,0,Below average
465204,Male,Yes,29,Yes,Healthcare,1.0,Low,2.0,0,Below average
465213,Male,Yes,39,Yes,Entertainment,2.0,Average,2.0,2,Good
465214,Male,Yes,33,No,Engineer,14.0,Low,1.0,0,Below average
465216,Male,Yes,35,Yes,Executive,9.0,High,4.0,0,Below average
465226,Male,Yes,38,No,Entertainment,2.0,Low,3.0,2,Good
465228,Male,Yes,59,Yes,Artist,1.0,High,2.0,2,Good
465231,Male,Yes,67,No,Artist,1.0,Average,2.0,1, Average
465236,Male,Yes,45,Yes,Artist,1.0,Low,1.0,2,Good
465237,Male,Yes,70,Yes,Lawyer,1.0,High,2.0,1, Average
465242,Male,No,19,No,Healthcare,5.0,Low,4.0,0,Below average
465249,Female,No,23,No,Healthcare,0.0,Low,4.0,0,Below average
465254,Male,No,22,No,Healthcare,1.0,Low,4.0,0,Below average
465261,Female,No,23,Yes,Healthcare,1.0,Low,4.0,0,Below average
465264,Male,Yes,80,No,Executive,0.0,Low,1.0,1, Average
465267,Male,Yes,40,No,Engineer,14.0,Average,5.0,2,Good
465274,Male,No,36,Yes,Artist,0.0,Low,1.0,0,Below average
465285,Female,Yes,31,No,Engineer,8.0,Low,4.0,0,Below average
465288,Female,Yes,20,No,Engineer,1.0,Low,2.0,0,Below average
465289,Male,Yes,31,Yes,Executive,1.0,High,2.0,0,Below average
465290,Male,Yes,50,Yes,Executive,0.0,High,5.0,2,Good
465294,Male,Yes,67,No,Lawyer,0.0,Low,2.0,1, Average
465295,Female,No,43,Yes,Doctor,9.0,Average,1.0,2,Good
465296,Female,Yes,85,Yes,Lawyer,5.0,High,3.0,1, Average
465303,Female,Yes,65,Yes,Artist,1.0,Average,3.0,1, Average
465306,Male,Yes,71,No,Executive,1.0,Average,4.0,1, Average
465310,Female,No,20,No,Healthcare,1.0,Low,6.0,0,Below average
465319,Male,No,20,No,Healthcare,0.0,Low,5.0,0,Below average
465326,Male,Yes,87,Yes,Artist,1.0,Low,1.0,1, Average
465333,Female,Yes,37,Yes,Artist,4.0,Low,2.0,0,Below average
465335,Male,Yes,59,No,Entertainment,1.0,Average,2.0,2,Good
465340,Female,No,29,Yes,Artist,3.0,Low,4.0,0,Below average
465342,Male,Yes,85,Yes,Executive,0.0,High,2.0,1, Average
465344,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,1, Average
465345,Female,No,42,Yes,Artist,0.0,Low,2.0,2,Good
465351,Female,Yes,45,Yes,Artist,9.0,Average,2.0,2,Good
465352,Male,Yes,59,Yes,Entertainment,1.0,Average,4.0,2,Good
465354,Male,No,19,No,Doctor,0.0,Low,5.0,0,Below average
465357,Female,Yes,47,Yes,Artist,0.0,Average,3.0,2,Good
465358,Female,Yes,73,Yes,Artist,0.0,High,2.0,1, Average
465359,Female,Yes,42,No,Artist,1.0,Low,1.0,2,Good
465364,Female,No,37,Yes,Doctor,7.0,Low,5.0,0,Below average
465366,Female,No,38,Yes,Artist,8.0,Low,1.0,2,Good
465371,Female,No,41,Yes,Artist,1.0,Low,1.0,2,Good
465372,Female,No,40,Yes,Entertainment,0.0,Low,1.0,2,Good
465383,Female,Yes,30,Yes,Entertainment,0.0,Low,4.0,0,Below average
465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,2,Good
465391,Female,Yes,65,Yes,Lawyer,1.0,High,2.0,1, Average
465393,Male,Yes,35,Yes,Artist,5.0,Average,2.0,0,Below average
465395,Female,Yes,37,No,Engineer,0.0,Average,5.0,0,Below average
465399,Male,No,36,Yes,Entertainment,0.0,Low,1.0,0,Below average
465405,Female,No,26,Yes,Homemaker,1.0,High,4.0,0,Below average
465408,Male,No,25,No,Executive,1.0,Low,4.0,0,Below average
465410,Male,No,30,No,Healthcare,0.0,Low,4.0,0,Below average
465417,Male,Yes,37,Yes,Entertainment,1.0,Average,2.0,0,Below average
465419,Male,No,30,No,Artist,0.0,Low,3.0,0,Below average
465423,Male,Yes,46,Yes,Entertainment,1.0,Average,4.0,2,Good
465428,Female,No,38,Yes,Engineer,1.0,Low,1.0,2,Good
465433,Female,No,40,Yes,Artist,1.0,Low,1.0,2,Good
465435,Female,No,31,Yes,Artist,5.0,Low,1.0,0,Below average
465437,Male,Yes,45,Yes,Executive,4.0,High,5.0,2,Good
465440,Male,Yes,55,No,Engineer,1.0,Low,5.0,2,Good
465441,Female,Yes,51,Yes,Engineer,2.0,Low,1.0,2,Good
465445,Female,No,29,Yes,Homemaker,5.0,Low,7.0,0,Below average
465458,Female,Yes,74,Yes,Artist,1.0,High,2.0,1, Average
465461,Male,Yes,69,No,Entertainment,1.0,Average,3.0,1, Average
465463,Female,No,28,No,Doctor,1.0,Low,5.0,0,Below average
465464,Male,Yes,41,Yes,Executive,0.0,Average,2.0,2,Good
465467,Male,No,29,No,Healthcare,1.0,Low,3.0,0,Below average
465471,Male,Yes,39,Yes,Artist,0.0,Low,1.0,2,Good
465472,Female,Yes,74,No,Entertainment,1.0,High,3.0,1, Average
465473,Female,No,59,Yes,Artist,4.0,Low,1.0,2,Good
465477,Male,No,27,No,Healthcare,1.0,Low,3.0,0,Below average
465479,Male,No,33,No,Artist,0.0,Low,1.0,0,Below average
465482,Male,No,31,No,Entertainment,9.0,Low,2.0,0,Below average
465483,Male,Yes,46,No,Artist,0.0,Average,3.0,2,Good
465484,Female,Yes,63,Yes,Artist,0.0,Low,2.0,1, Average
465488,Male,No,22,No,Healthcare,1.0,Low,4.0,0,Below average
465489,Female,No,53,Yes,Engineer,1.0,Low,5.0,2,Good
465492,Male,Yes,59,No,Entertainment,1.0,Low,1.0,2,Good
465496,Male,Yes,84,Yes,Lawyer,1.0,Low,2.0,1, Average
465505,Male,Yes,63,Yes,Artist,1.0,Average,4.0,1, Average
465507,Male,Yes,35,Yes,Artist,8.0,Low,1.0,0,Below average
465508,Male,No,21,No,Healthcare,1.0,Low,4.0,0,Below average
465510,Male,Yes,67,No,Lawyer,0.0,High,2.0,1, Average
465518,Female,Yes,41,Yes,Artist,1.0,Average,3.0,2,Good
465520,Female,No,27,Yes,Artist,0.0,Low,8.0,0,Below average
465521,Female,Yes,53,Yes,Artist,1.0,Average,2.0,2,Good
465522,Female,No,33,Yes,Healthcare,4.0,Low,8.0,0,Below average
465529,Female,No,32,No,Doctor,0.0,Low,4.0,0,Below average
465538,Male,Yes,59,No,Homemaker,5.0,High,2.0,2,Good
465539,Female,Yes,50,Yes,Artist,1.0,High,5.0,2,Good
465541,Female,Yes,50,Yes,Artist,1.0,Average,4.0,2,Good
465543,Female,Yes,41,Yes,Healthcare,1.0,Average,2.0,2,Good
465547,Female,Yes,71,Yes,Lawyer,1.0,Low,1.0,1, Average
465550,Female,No,33,Yes,Healthcare,1.0,Low,6.0,0,Below average
465551,Female,Yes,46,Yes,Artist,1.0,Average,2.0,2,Good
465554,Female,No,78,Yes,Lawyer,1.0,Low,3.0,1, Average
465555,Female,Yes,69,No,Lawyer,1.0,High,2.0,1, Average
465558,Female,No,40,Yes,Healthcare,8.0,Low,1.0,2,Good
465568,Male,Yes,43,Yes,Executive,2.0,High,3.0,2,Good
465569,Male,Yes,36,Yes,Artist,0.0,High,3.0,0,Below average
465571,Male,Yes,35,Yes,Entertainment,1.0,Average,2.0,0,Below average
465577,Male,No,30,No,Healthcare,0.0,Low,4.0,0,Below average
465584,Male,Yes,47,No,Entertainment,3.0,Average,2.0,2,Good
465586,Male,Yes,69,No,Artist,0.0,Low,1.0,1, Average
465587,Male,Yes,41,Yes,Entertainment,1.0,Low,5.0,2,Good
465594,Male,Yes,33,No,Executive,4.0,Low,6.0,0,Below average
465598,Male,No,27,Yes,Healthcare,6.0,Low,5.0,0,Below average
465600,Male,Yes,38,Yes,Engineer,6.0,Low,2.0,2,Good
465601,Male,Yes,35,Yes,Artist,1.0,Average,4.0,0,Below average
465602,Male,Yes,27,Yes,Artist,10.0,Low,2.0,0,Below average
465603,Female,Yes,51,Yes,Homemaker,9.0,Low,2.0,2,Good
465605,Female,Yes,52,Yes,Engineer,4.0,Low,1.0,2,Good
465611,Male,No,53,Yes,Doctor,0.0,Low,1.0,2,Good
465612,Male,Yes,43,Yes,Artist,8.0,Average,2.0,2,Good
465616,Male,Yes,42,Yes,Doctor,8.0,Low,2.0,2,Good
465621,Male,No,36,Yes,Doctor,9.0,Low,1.0,0,Below average
465625,Male,No,36,Yes,Artist,14.0,Low,2.0,0,Below average
465627,Female,No,40,Yes,Healthcare,1.0,Low,1.0,2,Good
465629,Male,Yes,47,Yes,Entertainment,2.0,Average,3.0,2,Good
465635,Male,No,30,No,Doctor,1.0,Low,2.0,0,Below average
465638,Female,Yes,53,Yes,Artist,1.0,Low,2.0,2,Good
465640,Male,Yes,45,Yes,Artist,5.0,Average,2.0,2,Good
465644,Male,No,33,Yes,Healthcare,0.0,Low,5.0,0,Below average
465645,Female,No,40,Yes,Artist,8.0,Low,2.0,2,Good
